gardiner_code,unicode_cp,unicode,hieroglyphica_code,jsesh_code,category,description,function,core
HJ F130,13C07,U+13C07,F130,F130,F-32-005,A talon or fang.,Classifier (talons or fangs),C
HJ F139,13C08,U+13C08,F139,F139,F-32-006,"A vertebra, seen lengthwise.",Classifier spine,C
HJ AA052,13C09,U+13C09,Aa52,Aa52,F-32-008,"Some type of mat or bag, or woven material, representing an oval with two vertical lines coming from the top, which curve downwards.",Phonemogram,C
HJ AA053,13C0A,U+13C0A,Aa53,Aa53,F-32-010,"A loop in which the lines do not overlap, with conical end-pieces.",Phonemogram,C
HJ G034A,13C0B,U+13C0B,G34A,G34A,G-01-002,"An ostrich (Struthio camelus), with one wing downwards and one wing upwards.",Logogram (ostrich),C
HJ G228,13C0C,U+13C0C,G228,G228,G-01-003,,,
HJ G004A,13C0D,U+13C0D,G4A,G4A,G-02-004,"A long-legged buzzard (Buteo rufinus), with a lappet.",,C
HJ G068,13C0E,U+13C0E,G68,G68,G-04-002,"A pintail duck (Anas acuta), with a dotted circle around its head.",Logogram (to tremble),C
HJ G068A,13C0F,U+13C0F,G68A,G68A,G-04-010,"A pintail duck (Anas acuta), written within a dotted oval/circle.",Classifier to tremble,C
HJ G039A,13C10,U+13C10,G39A,G39A,G-04-012,"A pintail duck (Anas acuta), with a lappet.",Phonemogram (like in ḫsbd lapis-lazuli),C
G039B,13C11,U+13C11,,,G-04-013,"A pintail duck (Anas acuta), with a lappet, with a flagellum over its shoulder.",Logogram (soul),C
HJ G276,13C12,U+13C12,G276,G276,G-04-014,,,
G276A,13C13,U+13C13,,,G-04-015,"A pintail duck (Anas acuta), with the beak open.",Phono-repeater,C
G330,13C14,U+13C14,,,G-04-022,"A feather (H6), in front of a pintail duck (G39)/goose (G38), on top of a base.",Phonemogram,C
HJ G040A,13C15,U+13C15,G40A,G40A,G-05-002,"A greater white-fronted goose (Anser albifrons), flying, with a wing at either side of its body (G40), on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A).",Logogram (Sepa),C
HJ G305,13C16,U+13C16,G305,G305,G-05-004,"A greater white-fronted goose (Anser albifrons), standing, with a wing at either side of its body.",Phonemogram,C
HJ G072,13C17,U+13C17,G72,G72,G-05-005,"A greater white-fronted goose (Anser albifrons), flying, with a wing at either side of its body (G40), written within a dotted oval/circle.",Logogram (to tremble),C
HJ G073,13C18,U+13C18,G73,G73,G-05-009,"A greater white-fronted goose (Anser albifrons), standing, with an open beak, with a wing at either side of its body, seen from behind.",Phonemogram,C
HJ G041A,13C19,U+13C19,G41A,G41A,G-05-012,"A greater white-fronted goose (Anser albifrons), head looking downwards, legs extended, both wings behind the body.",Logogram (to destroy),C
G080A,13C1A,U+13C1A,,,G-05-014,"A greater white-fronted goose (Anser albifrons), standing, head looking downwards, open beak, wings behind the body, spread apart.",Classifier,C
HJ G074,13C1B,U+13C1B,G74,G74,G-05-015,"A greater white-fronted goose (Anser albifrons), standing, wings behind the body.",Phonemogram,C
HJ G075A,13C1C,U+13C1C,G75A,G75A,G-05-018," A feather (H6), in front of a greater white-fronted goose (Anser albifrons), alighting or flying up, with both wings behind the body (G41), on top of a strip of land, with three grains of sand written beneath it (N16).",Phonemogram,C
G075B,13C1D,U+13C1D,,,G-05-019," A feather (H6), in front of a greater white-fronted goose (Anser albifrons), alighting or flying up, with both wings behind the body (G41), on top of a strip of land, with three grains of sand written beneath it, arranged horizontally, and a tongue of land (N21) written on either side of the grains of sand (N16A).",Phonemogram,C
HJ G076,13C1E,U+13C1E,G76,G76,G-05-020,,,
HJ G076A,13C1F,U+13C1F,G76A,G76A,G-05-021,"Three ducks or geese, without wings, standing, overlapping each other vertically, rotated 90 degree.",Phonemogram,C
HJ G078,13C20,U+13C20,G78,G78,G-05-023,"Three ducks or geese, both wings above the body, standing, overlapping each other vertically, rotated 90 degree.",Phonemogram,C
HJ G081,13C21,U+13C21,G81,G81,G-06-001,"A greater white-fronted goose (Anser albifrons), alighting or flying up, with both wings behind the body (G41), with a downward angling rope around the neck, connected to a pole resembling a throwing-stick, or a club used by foreign people (T14).",Phonemogram,C
HJ G082,13C22,U+13C22,G82,G82,G-06-002,"A greater white-fronted goose (Anser albifrons), standing, wings behind the body (G74), with a downward angling rope around the neck, connected to a pole resembling a throwing-stick, or a club used by foreign people (T14).",Phonemogram,C
HJ G083,13C23,U+13C23,G83,G83,G-06-004,"A greater white-fronted goose (Anser albifrons), standing (G38), with a downward angling rope around the neck, connected to a pole resembling a throwing-stick, or a club used by foreign people (T14).",Phonemogram,C
HJ G084,13C24,U+13C24,G84,G84,G-06-007,,,
G172,13C25,U+13C25,,G172,G-08-003,"A greater white-fronted goose (Anser albifrons), with a protruding feather at the back of the bird.",Phonemogram,C
HJ G167,13C26,U+13C26,G167,G167,G-08-004,,,
HJ G168,13C27,U+13C27,G168,G168,G-08-007,"Three ducks or geese, overlapping each other, front duck or goose looking forwards, back ducks or geese looking backwards.",Phonemogram,C
HJ G173,13C28,U+13C28,G173,G173,G-08-012,"A greater white-fronted goose (Anser albifrons), head angled downwards, with open beak.",Phono-repeater,C
HJ G174,13C29,U+13C29,G174,G174,G-08-013,"A greater white-fronted goose (Anser albifrons), with a protruding feather on top of the head.",Phonemogram,C
HJ G175,13C2A,U+13C2A,G175,G175,G-08-014,"A duck or goose, seated upon a bed with leonine legs and tail.","Classifier lying, sleeping, spending the night",C
HJ G254,13C2B,U+13C2B,G254,G254,G-08-021,"A greater white-fronted goose (Anser albifrons), head angled downwards, with the neck making a loop, with open beak.",Phonemogram,C
HJ G017C,13C2C,U+13C2C,G17C,G17C,G-09-002,,,
HJ G017D,13C2D,U+13C2D,G17D,G17D,G-09-003,"An owl, legs drawn towards the body, with a human face.",Phonemogram,C
HJ G017A,13C2E,U+13C2E,G17A,G17A,G-09-030,"A schematic representation of an owl, legs drawn towards the body, with the head replaced by two upward lines.",Phonemogram,C
HJ G017B,13C2F,U+13C2F,G17B,G17B,G-09-031,"A schematic representation of an owl, legs drawn towards the body, with the head replaced by an upwards line and one forward line.",Phonemogram,C
G017F,13C30,U+13C30,,,G-09-033,"A schematic representation of an owl, legs drawn towards the body, with the head represented by a blob with two upward lines.",Phonemogram/phono-repeater,C
HJ G307,13C31,U+13C31,G307,G307,G-10-003,"A great cormorant (Phalacrocorax carbo), with two ticks on its head.",Phonemogram,C
HJ G166,13C32,U+13C32,G166,G166,G-11-004,,,
HJ G300,13C33,U+13C33,G300,G300,G-11-005,"A black ibis (Plegadis falcinellus), head down, tip of the beak at the level of the toes.",Phonemogram,C
HJ G029A,13C34,U+13C34,G29A,G29A,G-11-009,"A saddle-billed stork (Ephippiorhynchus senegalensis), without lappet.",Phonemogram,C
HJ G255,13C35,U+13C35,G255,G255,G-11-010,,,
G029D,13C36,U+13C36,,,G-11-012,"A saddle-billed stork (Ephippiorhynchus senegalensis), with lappet (G29), with a bowl for incense with smoke rising from the bowl (R7) written in front of the legs.",Phonemogram,C
HJ G029B,13C37,U+13C37,G29B,G29B,G-11-014,"A saddle-billed stork (Ephippiorhynchus senegalensis), without lappet (G29A), with a flagellum (S45) on its back.",Logogram (soul),C
G029C,13C38,U+13C38,,,G-11-015,"A saddle-billed stork (Ephippiorhynchus senegalensis), with lappet (G29), with a flagellum (S45) on its back.",Logogram (soul),C
HJ G227,13C39,U+13C39,G227,G227,G-11-017,,,
HJ G030A,13C3A,U+13C3A,G30A,G30A,G-11-019,"Three saddle-billed storks (Ephippiorhynchus senegalensis), overlapping each other, without lappets.","Logogram (might, power)",C
HJ G225,13C3B,U+13C3B,G225,G225,G-11-020,,,
HJ G225A,13C3C,U+13C3C,G225A,G225A,G-11-021,"A saddle-billed stork (Ephippiorhynchus senegalensis), without lappet (G29A), on top of a hoe with a rope connecting the two pieces, written horizontally (U7).","Logogram (to hack up, to open up (the earth))",C
HJ G298,13C3D,U+13C3D,G298,G298,G-11-023,,,
HJ G299,13C3E,U+13C3E,G299,G299,G-11-025,,,
G299B,13C3F,U+13C3F,,,G-11-027,"A cattle egret (Bubulus ibis), legs drawn towards the body, with a line ending in an upwards curl coming horizontally from the back, the curl extending to the level of the tail.",,C
HJ G033A,13C40,U+13C40,G33A,G33A,G-11-029,A cattle egret (Bubulcus ibis) with a lappet.,Phonemogram,C
HJ G222,13C41,U+13C41,G222,G222,G-11-032,,,
HJ G224,13C42,U+13C42,G224,G224,G-11-035,,,
G224A,13C43,U+13C43,,,G-11-036,"A vulturine guineafowl (Acryllium vulturinum), without internal detail.",Phonemogram,C
HJ G212,13C44,U+13C44,G212,G212,G-11-040,,,
HJ G051A,13C45,U+13C45,G51A,G51A,G-11-042,"A cattle egret (Bubulcus ibis), standing, with a fish in its beak.",Phonemogram,C
G051B,13C46,U+13C46,,,G-11-044,"A bird, standing, its neck making a loop, head looking down.",Phonemogram,C
HJ G213,13C47,U+13C47,G213,G213,G-11-045,"A cattle egret (Bubulcus ibis), with a bent neck, with the head facing towards the body.",Classifier bird offering,C
HJ G213A,13C48,U+13C48,G213A,G213A,G-11-046,"A cattle egret (Bubulcus ibis), with a bent neck, with the head facing towards the body, with a line over its neck (mutilation).","Classifier destroy, to destroy (in this case specifically in ḥtm.yt, place of execution)",C
HJ G213B,13C49,U+13C49,G213B,G213B,G-11-047,"A cattle egret (Bubulcus ibis), with a bent neck, with the head facing towards the body, and legs drawn towards the body.","Logogram (bird, fowl)",C
HJ G031A,13C4A,U+13C4A,G31A,G31A,G-11-051,A gray heron (Ardea cinerea) with a lappet.,Phonemogram,C
HJ G211,13C4B,U+13C4B,G211,G211,G-11-052,"Three gray herons (Ardea cinerea), overlapping each other.","Logogram (might, power)",C
HJ G211A,13C4C,U+13C4C,G211A,G211A,G-11-053,"Three gray herons (Ardea cinerea) with lappets, overlapping each other.",Logogram/phonemogram (in ḥw.t-bꜣ.w (room in the Esna temple)),C
HJ G025A,13C4D,U+13C4D,G25A,G25A,G-11-054,"A crested ibis (Ibis comata), with a crest of two long feathers on the head.",Phonemogram,C
G031J,13C4E,U+13C4E,,,G-11-055,"A gray heron (Ardea cinerea) (G31), on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (god),C
G031F,13C4F,U+13C4F,,,G-11-056,"A gray heron (Ardea cinerea) (G31), with a flagellum (S45) on its back.",Logogram (god),C
HJ G031E,13C50,U+13C50,G31E,G31E,G-11-058,"A gray heron (Ardea cinerea) (G31), with a flagellum (S45) on its back; on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (god),C
HJ G215,13C51,U+13C51,G215,G215,G-11-060,"A gray heron (Ardea cinerea), legs drawn towards the body.",Logogram (to inundate),C
HJ G217A,13C52,U+13C52,G217A,G217A,G-11-062,"A gray heron (Ardea cinerea), legs drawn towards the body, with a flagellum (S45) on its back; on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (soul),C
HJ G216,13C53,U+13C53,G216,G216,G-11-063,,,
HJ G216B,13C54,U+13C54,G216B,G216B,G-11-065,"A gray heron (Ardea cinerea), legs drawn towards the body (G215), with the claws on top of the hill country over the edge of the cultivated areas (N25).",Logogram (to inundate),C
HJ G216A,13C55,U+13C55,G216A,G216A,G-11-066,"A gray heron (Ardea cinerea), legs drawn towards the body (G215), with the claws on top of a sand covered mountain over the edge of the cultivated areas (N26).",Logogram (to inundate),C
G216D,13C56,U+13C56,,,G-11-067,"A gray heron (Ardea cinerea), legs drawn towards the body (G215), with a flagellum (S45) on its back; with the claws on top of a sand covered mountain over the edge of the cultivated areas (N26).",Logogram (inundation),C
HJ G217,13C57,U+13C57,G217,G217,G-11-069,"A gray heron (Ardea cinerea), legs drawn towards the body (G215), on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (god),C
HJ G031D,13C58,U+13C58,G31D,G31D,G-11-074,A gray heron (Ardea cinerea) with a single straight feather on its head and a lappet.,Phonemogram,C
HJ G031B,13C59,U+13C59,G31B,G31B,G-11-076,A gray heron (Ardea cinerea) with a single feather on its head.,Classifier heron,C
G321,13C5A,U+13C5A,,,G-11-077,A gray heron (Ardea cinerea) with a downward curve tip at the beak and two feathers on its head.,Phonemogram,C
HJ G190,13C5B,U+13C5B,G190,G190,G-11-082,"A crested ibis (Ibis comata), with a spiral, winding counterclockwise away from its central point, ending at the right lower corner after about one and a half turns (Z7) on its claws.",Phonemogram,C
HJ G026C,13C5C,U+13C5C,G26C,G26C,G-11-087,"An African sacred ibis (Threskiornis aethiopicus) (G26A), with a flagellum (S45) on its shoulder, on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (god),C
G026E,13C5D,U+13C5D,,,G-11-088,"An African sacred ibis (Threskiornis aethiopicus) (G26A), on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (Thot),C
HJ G278,13C5E,U+13C5E,G278,G278,G-11-094,"An African sacred ibis (Threskiornis aethiopicus) (G26A), with a feather (H6), angled forward, on its toe.",Logogram (to be excellent),C
HJ G191,13C5F,U+13C5F,G191,G191,G-11-096,"A feather (H6), in front of an African sacred ibis (Threskiornis aethiopicus) (G26A), on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (Thot),C
HJ G191A,13C60,U+13C60,G191A,G191A,G-11-097,"A feather (H6), in front of an African sacred ibis (Threskiornis aethiopicus) (G26A), with a flagellum (S45) on its back; on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (god),C
HJ G192,13C61,U+13C61,G192,G192,G-11-106,,,
HJ G195,13C62,U+13C62,G195,G195,G-11-108,"An African sacred ibis (Threskiornis aethiopicus), legs drawn towards the body.",Logogram (Thot),C
HJ G195A,13C63,U+13C63,G195A,G195A,G-11-109,"An African sacred ibis (Threskiornis aethiopicus), legs drawn towards the body (G195), with a flagellum (S45) on its back.",Logogram (Thot),C
HJ G196,13C64,U+13C64,G196,G196,G-11-110,"An African sacred ibis (Threskiornis aethiopicus), legs drawn towards the body, with a flagellum on its back (G195A), with a feather (H6), angled forwards, on its toe.",Logogram (god),C
HJ G196A,13C65,U+13C65,G196A,G196A,G-11-111,"An African sacred ibis (Threskiornis aethiopicus), legs drawn towards the body (G195), with a feather (H6), angled forwards, on its toe.",Logogram (Thot),C
HJ G197,13C66,U+13C66,G197,G197,G-11-112,"An African sacred ibis (Threskiornis aethiopicus), legs drawn towards the body, with the wings extended on either side of the body.",Phonemogram,C
HJ G198,13C67,U+13C67,G198,G198,G-11-113,"An African sacred ibis (Threskiornis aethiopicus), legs drawn towards the body (G195), on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (god),C
HJ G198A,13C68,U+13C68,G198A,G198A,G-11-114,"An African sacred ibis (Threskiornis aethiopicus), legs drawn towards the body, with a flagellum on its back (G195A); on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (god),C
HJ G199,13C69,U+13C69,G199,G199,G-11-116,"An African sacred ibis (Threskiornis aethiopicus), legs drawn towards the body (G195), with a feather (H6), angled forwards, on its toe; on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Classifier Thot,C
HJ G199A,13C6A,U+13C6A,G199A,G199A,G-11-117,"An African sacred ibis (Threskiornis aethiopicus), legs drawn towards the body (G195), with a flagellum (S45) on its back, with a feather (H6), angled forwards, on its toe; on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (god),C
HJ G287,13C6B,U+13C6B,G287,G287,G-12-008,,,
HJ G285,13C6C,U+13C6C,G285,G285,G-12-009,"A falcon (G5), with a cobra (Naja haje), standing up, with expanded hood (uraeus), wearing the white crown (I55) at its toe.",Logogram (Horus),C
HJ G009A,13C6D,U+13C6D,G9A,G9A,G-12-017,"A falcon (G5) with the sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6) on its head.",Logogram (Re-Hor (usually in rꜥ-ḥr-ꜣḫ.ty),C
HJ G286,13C6E,U+13C6E,G286,G286,G-12-018,"A falcon (G5) with the sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6) on its head, with a flagellum (S45) on its shoulder.",Logogram (Re-Hor (usually in rꜥ-ḥr-ꜣḫ.ty),C
HJ G105,13C6F,U+13C6F,G105,G105,G-12-022,"A falcon (G5) with the sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6) on its head, with a tie or strap, used with sandals (ankh sign, S34) angled forwards, on its toe.",Logogram (Re-Hor (usually in rꜥ-ḥr-ꜣḫ.ty),C
HJ G106,13C70,U+13C70,G106,G106,G-12-026,"A falcon (G5), wearing the double crown (S5).",Logogram (Horus),C
